SK_ID_CURR,TARGET
100001,0.47479514535950523
100005,0.7841739129786761
100013,0.39834411834845435
100028,0.5016052019219887
100038,0.805958880576177
100042,0.562516917026084
100057,0.11721961055349034
100065,0.3200232250811975
100066,0.22886569540107732
100067,0.6839871606611988
100074,0.5650615867301301
100090,0.347480379471063
100091,0.8310740927727692
100092,0.5447195872846414
100106,0.5562225731061492
100107,0.8704360937763093
100109,0.543813830814207
100117,0.33681613662249654
100128,0.7689762816720245
100141,0.49966547118691046
100150,0.42210239418035067
100168,0.21765867931985766
100169,0.44925398171189984
100170,0.7994206912631369
100171,0.6880700387597994
100172,0.7875773953583944
100184,0.7254268700842826
100187,0.596898028792194
100212,0.3557605664857629
100222,0.494404262236484
100223,0.4355767768615959
100232,0.15743629836915735
100241,0.797690416591239
100245,0.2878104759724426
100253,0.33508523544986163
100256,0.5998844943652666
100271,0.16262815292280355
100278,0.9033746528521717
100280,0.14418246482632935
100306,0.8719059233940079
100311,0.6008157334809114
100312,0.2584839126296048
100330,0.7482285878328906
100331,0.3715391653771515
100352,0.7520293908642894
100358,0.6876924146781236
100367,0.21388925979563683
100382,0.741235990923319
100384,0.8321852984698127
100385,0.6690241023374575
100386,0.4790796639622827
100399,0.47102379023544827
100404,0.44810111632628075
100416,0.18653404620245223
100422,0.2887145151683394
100426,0.4535894903050913
100438,0.39014603268919956
100444,0.750826975398941
100445,0.7123729283812928
100446,0.5969043305053924
100447,0.322273272427001
100450,0.7940033321751603
100466,0.21287973050787168
100483,0.2991647351849813
100484,0.28299326456804075
100494,0.5605970829048555
100510,0.7558524697723403
100512,0.2157305304456495
100517,0.45930088950346976
100548,0.31461675175242787
100551,0.746070064690211
100552,0.6232626169004004
100553,0.19374910217532182
100561,0.7781718689393136
100568,0.9076179964308092
100569,0.21723713397874797
100591,0.7268476291354495
100592,0.3949609654887146
100602,0.3628648934070718
100607,0.5750668071180295
100613,0.6500923117384856
100617,0.7043543959603438
100618,0.7624385666914356
100622,0.5598237963310468
100625,0.5223853654817687
100677,0.7751982178463256
100699,0.3840185497924957
100702,0.8909936029514427
100711,0.4524208197214667
100729,0.7882604901818117
100740,0.866856607879906
100744,0.8079910808622631
100745,0.48825661222604
100747,0.6895039391964002
100751,0.8982755120095219
100752,0.33592418035145
100753,0.8235263827293591
100754,0.883472084008772
100760,0.45421688733425336
100762,0.7179447430868414
100763,0.41630730932174087
100765,0.3046267178735572
100770,0.7151023104520688
100772,0.4122001653166774
100777,0.3304057183864513
100791,0.23482707389775345
100792,0.14325045089329866
100797,0.45109920768132533
100823,0.4457956998227025
100826,0.33243466799086563
100830,0.4858261570875428
100836,0.8259226833365847
100872,0.6552793825072784
100910,0.5494914551135218
100913,0.7502501113002135
100918,0.20811445480768043
100931,0.17145099051940196
100952,0.34884763488157117
100953,0.2776133377650957
100965,0.7966796737693314
100970,0.36804579738169396
100982,0.8470829230543434
100983,0.9017717985864873
100984,0.5074143664012221
100987,0.48052923423625565
100997,0.5314634027639483
100998,0.9198749245742204
101002,0.4396829170578087
101005,0.7703617528240393
101008,0.9153584701944648
101020,0.6275531955123385
101021,0.47626764830789625
101024,0.49233970460220183
101025,0.87881751637056
101026,0.363177091511351
101031,0.19699669381896606
101041,0.21852836759091368
101051,0.10526443356790013
101055,0.5863879179722465
101056,0.8353155411617816
101057,0.3992777185027993
101064,0.22246106638479374
101079,0.7073220739921116
101087,0.15480187018385325
101090,0.5027765127322021
101092,0.7268155593703644
101097,0.7796823111371662
101099,0.3753842801417887
101107,0.7717415270963297
101118,0.42826611554303806
101125,0.7540229969862401
101126,0.13931179104707747
101128,0.15414039148258385
101136,0.6409390699875648
101140,0.9002020695181858
101149,0.5993932131044055
101160,0.8459946417625663
101169,0.8346488424409193
101181,0.522433499679092
101186,0.12624767567930945
101190,0.2878757933624762
101193,0.6817977142028016
101194,0.7911354290777514
101198,0.8187111134306827
101200,0.309557168616743
101204,0.24348309759619965
101211,0.5892255270476089
101213,0.4210943463478275
101223,0.4912746195181967
101225,0.7728939611859859
101237,0.519493355128404
101243,0.73517933301078
101244,0.6956566320315641
101258,0.4187530931363568
101259,0.8510808819384059
101268,0.7660702222907251
101269,0.42134478926572844
101271,0.29276337300127964
101279,0.416871430907305
101281,0.8489187532675857
101287,0.4732483699945713
101292,0.451465975481901
101294,0.32881509386232716
101296,0.7184422463278842
101297,0.1722721279170224
101299,0.28642539129836253
101301,0.380498943737355
101305,0.700525750383008
101308,0.9036687142383215
101318,0.10901118618063282
101327,0.8426547471299727
101329,0.13179558111116754
101332,0.5592223072155926
101337,0.4772437685127186
101343,0.3196979161677797
101345,0.26331625302555484
101346,0.15986981075743126
101353,0.21762587672958905
101354,0.7961446041144924
101355,0.8311973044563
101356,0.27804619661442187
101362,0.6267358620412243
101363,0.9140175089783792
101365,0.19813459092526953
101366,0.5746330542244119
101367,0.8787586679791936
101368,0.19645442465944993
101374,0.7948467608754092
101380,0.2470190867510092
101383,0.5585183370802438
101398,0.2644004610291666
101399,0.8809887966889265
101401,0.8609718726405373
101412,0.6361529866521001
101426,0.6122698414849301
101427,0.8862940934105
101428,0.869995179328706
101429,0.8285321228370703
101434,0.30382827794663475
101440,0.8709769580630702
101448,0.7225475071744913
101449,0.505318078848545
101465,0.39879513133698785
101467,0.25825622976565593
101472,0.6098256113245297
101478,0.8466783321564694
101497,0.587413629914105
101504,0.47203484146665076
101547,0.14661145236384845
101548,0.7257444808264444
101555,0.68270435698521
101570,0.18781269972828366
101572,0.4992465584081876
101578,0.47859487772572584
101580,0.7611856170947525
101588,0.7514443776959734
101602,0.5495792179448256
101610,0.724712422020957
101614,0.42632125585321645
101616,0.3959702996539761
101643,0.7049004300087967
101644,0.49519454574868976
101649,0.32808120769730575
101650,0.6264474678283743
101665,0.2357768806151111
101667,0.7128146901690133
101669,0.6991571495951905
101674,0.6563307118766816
101675,0.09270100210569925
101678,0.7408136763230646
101682,0.39462408037872226
101686,0.38313404118949124
101697,0.8880302051060008
101700,0.9100373244804693
101711,0.4299135065756383
101714,0.45020298277415055
101715,0.8909960988882841
101728,0.3006457206327714
101732,0.4814012486500214
101757,0.658688539611539
101758,0.342356564008705
101759,0.5662078943511053
101762,0.22154433023951353
101764,0.6897775919015694
101780,0.8774321810135557
101784,0.2128935753467389
101789,0.26516104629792625
101816,0.5970106610386724
101819,0.5223351978357909
101827,0.13330263072863008
101863,0.5402991181636725
101867,0.31094354441312994
101870,0.15794900771201686
101873,0.8761476377940627
101878,0.5610538689231442
101879,0.6511911661770053
101880,0.3138064791139628
101887,0.40177114681485215
101897,0.23880084350007258
101901,0.6094280497817021
101903,0.848409757071637
101920,0.41115690042354847
101921,0.3734208563703335
101922,0.6542299996045247
101961,0.6635673753216196
101962,0.1979203380599475
101971,0.40712345908396796
101976,0.9159425141439995
102002,0.7976757532797278
102005,0.3714202568858116
102007,0.8485867681330275
102017,0.3432759337021722
102019,0.8571064460845974
102029,0.2101477683117281
102051,0.7999090504537825
102052,0.12902174536078923
102054,0.34658768442699617
102062,0.6616607334259592
102067,0.8016017065143213
102068,0.7818841207899317
102070,0.5422054345403702
102090,0.6779909794547248
102092,0.44993335659699196
102099,0.7311888080266139
102100,0.4258503804495238
102112,0.7986649807541552
102113,0.24326664227610767
102122,0.862581306916952
102123,0.48214129442074327
102125,0.2863475728788349
102126,0.8412546146273692
102146,0.14432459916712445
102147,0.6077816934686693
102151,0.5240885904012438
102158,0.8293647725802615
102159,0.2682945768262749
102162,0.40413850819802344
102165,0.3939327936120899
102166,0.1869534680919411
102174,0.1289016039903073
102193,0.8549674402659887
102198,0.5326796654260628
102205,0.8090056942170392
102206,0.13040966702457468
102218,0.2171573169525063
102221,0.41526016282599076
102230,0.6778551627644098
102238,0.2779812472901046
102248,0.6008771245862559
102252,0.8750447670819008
102259,0.548274143022039
102262,0.7985147741877525
102273,0.49037377072126265
102286,0.8231646904775214
102293,0.0911768978659924
102294,0.449287310619427
102296,0.6954335424130386
102298,0.7565700686168905
102303,0.2559029549407208
102309,0.5272473859741948
102315,0.3494147949475208
102340,0.7346154358442344
102342,0.49299986045639993
102344,0.2949015522789646
102346,0.7419965852715531
102347,0.14765074526914376
102374,0.615686843561661
102380,0.35461338095129213
102387,0.1954134616714297
102393,0.3409874520118332
102403,0.19556829045457308
102413,0.42344597284485597
102414,0.13069947415363806
102415,0.5123704528191503
102416,0.7593751869621589
102439,0.454003681215047
102441,0.3549099851955174
102443,0.22795202788020208
102444,0.6703258833837031
102445,0.7008947498834727
102448,0.28140649800778433
102449,0.6404622136688259
102450,0.868344458584277
102456,0.14302283420334888
102458,0.7893760901425395
102459,0.6588377414505278
102465,0.4191800495960293
102470,0.8809201148445371
102471,0.28856520514354744
102475,0.4774327798843755
102476,0.8639219679777135
102506,0.4231488309669655
102509,0.43507985947650646
102519,0.2715807875352231
102522,0.3953742752840519
102545,0.4642614400934433
102549,0.4837840123087853
102562,0.17289584313226825
102563,0.23863887479598228
102568,0.7432559912187673
102582,0.35759789791375196
102592,0.11407503359268818
102597,0.6891664548101033
102605,0.2973016912092409
102614,0.3329071386960132
102617,0.8241416062217293
