,SK_ID_CURR,TARGET
0,100001,0.6123334414912465
1,100005,0.31297310250191057
2,100013,0.7178877933932524
3,100028,0.7605591481561876
4,100038,0.2966551715428757
5,100042,0.7179725347084747
6,100057,0.8967893971545566
7,100065,0.6152245577152466
8,100066,0.8473829771926378
9,100067,0.48441566241258216
10,100074,0.6576914647984791
11,100090,0.60906782179033
12,100091,0.34734365621266394
13,100092,0.4664511810831561
14,100106,0.6203773363543421
15,100107,0.3402825707510906
16,100109,0.6039645467306427
17,100117,0.7732531705125847
18,100128,0.6695084316551094
19,100141,0.6498868382410399
20,100150,0.719374541865051
21,100168,0.8973232789919913
22,100169,0.6983291288432782
23,100170,0.14340580482544052
24,100171,0.7694787238376078
25,100172,0.4228044182469848
26,100184,0.31454770381749086
27,100187,0.5027847806904289
28,100212,0.6768814880189779
29,100222,0.6057802364791074
30,100223,0.8193004386333962
31,100232,0.839973815571766
32,100241,0.4454527349963976
33,100245,0.9089571548418734
34,100253,0.8478941023701926
35,100256,0.3934310550487058
36,100271,0.8839920636418213
37,100278,0.1419012110532586
38,100280,0.8767000200963019
39,100306,0.3410348211797931
40,100311,0.46406050436496726
41,100312,0.8526942909283178
42,100330,0.6143035211640684
43,100331,0.6190863916933524
44,100352,0.38197408096826146
45,100358,0.3903675768766308
46,100367,0.7278371050853043
47,100382,0.3342739516990837
48,100384,0.6857426144037377
49,100385,0.4861052145736715
50,100386,0.7279840434591178
51,100399,0.5947655462153918
52,100404,0.5768938178940508
53,100416,0.8160800250566282
54,100422,0.6325015984984514
55,100426,0.6672376048664839
56,100438,0.7395729538280913
57,100444,0.36189781840627433
58,100445,0.41138340218404357
59,100446,0.5162727644856593
60,100447,0.7457853450516283
61,100450,0.41399783093203213
62,100466,0.84631294770873
63,100483,0.680698536586709
64,100484,0.8251793376488143
65,100494,0.5901312557589864
66,100510,0.2655408019392189
67,100512,0.8131838561028175
68,100517,0.8073960116620439
69,100548,0.6592088550973633
70,100551,0.49256647929517516
71,100552,0.36171017762027213
72,100553,0.7330536435605828
73,100561,0.16697256158515528
74,100568,0.13860687988917586
75,100569,0.7326031584355459
76,100591,0.34921277714791044
77,100592,0.7608579880495214
78,100602,0.6113774190435355
79,100607,0.5525985255858739
80,100613,0.48787767682684846
81,100617,0.391934563767968
82,100618,0.4862586795310343
83,100622,0.4602197050275678
84,100625,0.3247173331436688
85,100677,0.5160708029375598
86,100699,0.6165933346261567
87,100702,0.07718805536323214
88,100711,0.5002775376598414
89,100729,0.2707944597214914
90,100740,0.39132328466632726
91,100744,0.3761709378666561
92,100745,0.6352894785020655
93,100747,0.3619159946924858
94,100751,0.17598314348223354
95,100752,0.6969215655413743
96,100753,0.14943758870501722
97,100754,0.22176361370552589
98,100760,0.6878597134286959
99,100762,0.5337360758576428
100,100763,0.7238834327394101
101,100765,0.8393208252634208
102,100770,0.41398751112649435
103,100772,0.6737382415348117
104,100777,0.9382309452759396
105,100791,0.8469598352951053
106,100792,0.8685656434083171
107,100797,0.6453094426969328
108,100823,0.781110142139221
109,100826,0.5273972491978138
110,100830,0.6738365016375573
111,100836,0.19559158872536953
112,100872,0.5482641297194137
113,100910,0.5652868970168468
114,100913,0.5349988050731151
115,100918,0.6398069749923853
