SK_ID_CURR,TARGET
100001,0.4552399372411871
100005,0.6877471300039466
100013,0.22659603430175096
100028,0.24141508176594162
100038,0.7322171797482682
100042,0.42863381004104584
100057,0.0665140113992059
100065,0.17263757397024826
100066,0.09619121769736043
100067,0.5237606565592084
100074,0.25689329973774544
100090,0.27331764648903656
100091,0.651040835223093
100092,0.48460486411859427
100106,0.338485689158377
100107,0.7278407575387952
100109,0.3934039495900373
100117,0.23970886959002252
100128,0.6189845975956377
100141,0.31536685283530164
100150,0.2542530718366393
100168,0.16090382744279355
100169,0.3599454609079572
100170,0.8362408432426723
100171,0.3472459482623393
100172,0.5756675465708131
100184,0.6952746140766579
100187,0.4918309731243794
100212,0.2450597299172485
100222,0.2421258660626056
100223,0.289082245502365
100232,0.10552541550577409
100241,0.6303446642721199
100245,0.20594446884737752
100253,0.18864827601264217
100256,0.4401230973775573
100271,0.19806491192309583
100278,0.8012930564684257
100280,0.14655301946443236
100306,0.7869608118767508
100311,0.4804768185067741
100312,0.22956947853323795
100330,0.6627021049284872
100331,0.2537613262337546
100352,0.6952074648539317
100358,0.6224861938325215
100367,0.1771427856201384
100382,0.5819918572239529
100384,0.5442609499639984
100385,0.4054076328563183
100386,0.3526755481047801
100399,0.39226335279605595
100404,0.2985440563513794
100416,0.13354339340505883
100422,0.2557393389469629
100426,0.29859109840304954
100438,0.20995731840786613
100444,0.6480849846107677
100445,0.6564300997797665
100446,0.47057922767184857
100447,0.15623994439701527
100450,0.6687127001527194
100466,0.25449988782790633
100483,0.16652492411271325
100484,0.17161137398746595
100494,0.40112897892410576
100510,0.7172398425891049
100512,0.12162418666670063
100517,0.27437664982620047
100548,0.17464481652415342
100551,0.41557342912479467
100552,0.5751116384109616
100553,0.18547441440225515
100561,0.7216892439545817
100568,0.8464835329533841
100569,0.1012251011784837
100591,0.5267028946238639
100592,0.35180039058032325
100602,0.2893184002466969
100607,0.4250214987454992
100613,0.5520693875912106
100617,0.46281948395917444
100618,0.5596851886659029
100622,0.31328511710935525
100625,0.6020592757647204
100677,0.540442062031627
100699,0.31408597869392485
100702,0.8211788551384899
100711,0.32056124594319635
100729,0.44997999521498966
100740,0.7176979594048836
100744,0.5195691791022616
100745,0.25800323235578815
100747,0.5211160004973763
100751,0.8793960899626491
100752,0.3542673762849777
100753,0.7335455235650139
100754,0.8379550970988413
100760,0.36111115293251417
100762,0.56907979848947
100763,0.2625490679854894
100765,0.12454393188965537
100770,0.6809878706252033
100772,0.2792188511656672
100777,0.18555479711845763
100791,0.16206903192013655
100792,0.1384901933970677
100797,0.2323330580054107
100823,0.324834228397107
100826,0.254580906623724
100830,0.40973593900515437
100836,0.8009469152347006
100872,0.6038814459243442
100910,0.4994491373869704
100913,0.4530775473476602
100918,0.21853164952539145
100931,0.0779470230919328
100952,0.2662814191068006
100953,0.15353295506736808
100965,0.7062379930776878
100970,0.3376100189389263
100982,0.8168756157037098
100983,0.818932621039234
100984,0.5110803840656655
100987,0.3028383403427394
100997,0.3476003620807344
100998,0.8194103052610384
101002,0.21448459410592188
101005,0.5822200415284372
101008,0.8445712923401579
101020,0.3571527183230929
101021,0.6323174530123603
101024,0.27510609909652384
101025,0.8242587160434977
101026,0.29040864752387086
101031,0.15687226209082683
101041,0.17747083597048896
101051,0.1304298790194344
101055,0.49586966252003645
101056,0.7852442285334473
101057,0.2880310682341364
101064,0.15942613438800052
101079,0.445452710933533
101087,0.0800660535307413
101090,0.3738141478446291
101092,0.47632864297064015
101097,0.7727608023090189
101099,0.20005277392617205
101107,0.5572791707107896
101118,0.3892366653432302
101125,0.6941107099235937
101126,0.07096576156814557
101128,0.15760735060030473
101136,0.5690977668993364
101140,0.6006536701248655
101149,0.6259506908915916
101160,0.7689746003037955
101169,0.7752082158159885
101181,0.42165537293577016
101186,0.07518289797399895
101190,0.2233070749557405
101193,0.7812411952737227
101194,0.6006233272329573
101198,0.6008681353757569
101200,0.1272402476703293
101204,0.26178923265534415
101211,0.4712754610762848
101213,0.39655790789196943
101223,0.32499805487877975
101225,0.5438773110883031
101237,0.4300618767571024
101243,0.5013788114914034
101244,0.6482645456799112
101258,0.27504073356846803
101259,0.6751905639806239
101268,0.5661253716528949
101269,0.31503443514266816
101271,0.29705914423249924
101279,0.15554629814590726
101281,0.8815688397985388
101287,0.2705458663907474
101292,0.2710555732140443
101294,0.2819141755412895
101296,0.567480517223406
101297,0.13317677661278715
101299,0.1550845211675535
101301,0.30195153929309615
101305,0.4409486121793545
101308,0.7044235289456225
101318,0.1090908583200456
101327,0.7700765504596938
101329,0.06785442711477217
101332,0.4214481619481295
101337,0.44877709662194876
101343,0.2802747138734838
101345,0.2195727759562712
101346,0.11237976658797327
101353,0.17347304876138514
101354,0.7417247432970819
101355,0.7283938404803207
101356,0.12749552311179413
101362,0.5369028289397969
101363,0.8702464989493837
101365,0.1727189586299109
101366,0.5433043379140674
101367,0.8067884923887745
101368,0.11754256329642122
101374,0.737603948811071
101380,0.2016610372110696
101383,0.22961641886991685
101398,0.21948543735859813
101399,0.7653988115907551
101401,0.8067233092610357
101412,0.5942253945405696
101426,0.4149970046325526
101427,0.7946064414179395
101428,0.6543379009533231
101429,0.6547722503646348
101434,0.2561903872938093
101440,0.6073929304035551
101448,0.37306729369583824
101449,0.32194184646152624
101465,0.42921472558141205
101467,0.2567794376138849
101472,0.46251208103706676
