SK_ID_CURR,TARGET
100001,0.26242223
100005,0.8057765
100013,0.2885411
100028,0.18375997
100038,0.7479863
100042,0.52076983
100057,0.022056762
100065,0.5582142
100066,0.11043578
100067,0.6914664
100074,0.35732418
100090,0.29353827
100091,0.76012444
100092,0.44908512
100106,0.53746045
100107,0.6773226
100109,0.586601
100117,0.17128433
100128,0.60930854
100141,0.3391243
100150,0.31042668
100168,0.13060503
100169,0.3490416
100170,0.747619
100171,0.47743285
100172,0.6580736
100184,0.72348475
100187,0.59103304
100212,0.2540308
100222,0.41711316
100223,0.21238674
100232,0.07267309
100241,0.64214975
100245,0.12901141
100253,0.29113638
100256,0.7080496
100271,0.055410944
100278,0.8666776
100280,0.12197203
100306,0.74386257
100311,0.5602586
100312,0.1367392
100330,0.5967266
100331,0.27183256
100352,0.63307184
100358,0.5424894
100367,0.20113255
100382,0.40881407
100384,0.43543074
100385,0.65358174
100386,0.1800034
100399,0.42253417
100404,0.49441367
100416,0.29100764
100422,0.43909588
100426,0.19583191
100438,0.25923288
100444,0.7574476
100445,0.7228317
100446,0.50855464
100447,0.18635358
100450,0.58012086
100466,0.083666764
100483,0.1434919
100484,0.14334345
100494,0.62002546
100510,0.7628663
100512,0.3566687
100517,0.42265862
100548,0.182385
100551,0.28015152
100552,0.6660974
100553,0.35975045
100561,0.70943296
100568,0.8676818
100569,0.13982323
100591,0.61382955
100592,0.24517931
100602,0.3983305
100607,0.6777433
100613,0.49438965
100617,0.54480636
100618,0.4506804
100622,0.5453097
100625,0.5723105
100677,0.46855974
100699,0.28069896
100702,0.82720035
100711,0.55671126
100729,0.6949781
100740,0.70296496
100744,0.7132258
100745,0.47837773
100747,0.74304444
100751,0.907387
100752,0.64273095
100753,0.82195264
100754,0.81775916
100760,0.41154367
100762,0.65349877
100763,0.24096094
100765,0.09304248
100770,0.7174774
100772,0.13344876
100777,0.19306777
100791,0.13499962
100792,0.10259382
100797,0.33432183
100823,0.22252461
100826,0.3035181
100830,0.23931694
100836,0.72299844
100872,0.44472617
100910,0.42747906
100913,0.65875655
100918,0.2765101
100931,0.05377978
100952,0.4167232
100953,0.24637571
100965,0.7908004
100970,0.2643326
100982,0.7547813
100983,0.7505469
100984,0.6469763
100987,0.68709433
100997,0.38760516
100998,0.7470563
101002,0.28275722
101005,0.7818308
101008,0.79613054
101020,0.43274632
101021,0.5319493
101024,0.5577743
101025,0.81028676
101026,0.2950597
101031,0.23580977
101041,0.25406247
101051,0.13084435
101055,0.67082655
101056,0.8590495
101057,0.370426
101064,0.28959206
101079,0.45318717
101087,0.32703802
101090,0.115150295
101092,0.673975
101097,0.6217499
101099,0.29438758
101107,0.6102299
101118,0.38660604
101125,0.6552492
101126,0.09424781
101128,0.09289446
101136,0.5487894
101140,0.551969
101149,0.5732006
101160,0.73524565
101169,0.7967665
101181,0.09952769
101186,0.06277226
101190,0.43590006
101193,0.7419784
101194,0.6951551
101198,0.6266323
