"SK_ID_CURR","TARGET"
100001,0.00692153768613935
100005,0.219147980213165
100013,0.017675144597888
100028,0.0229633506387472
100038,0.185526728630066
100042,0.0232563149183989
100057,0.00610586442053318
100065,0.0698505789041519
100066,0.00919598713517189
100067,0.0248777642846107
100074,0.0701394081115723
100090,0.0452098287642002
100091,0.190847381949425
100092,0.0858584716916084
100106,0.0613165907561779
100107,0.102966211736202
100109,0.0801874473690987
100117,0.0250383745878935
100128,0.163827046751976
100141,0.0237848870456219
100150,0.012041344307363
100168,0.000992892659269273
100169,0.0129543589428067
100170,0.0921933129429817
100171,0.0614628121256828
100172,0.0800301656126976
100184,0.0770785138010979
100187,0.0640227869153023
100212,0.0904994457960129
100222,0.052035640925169
100223,0.0174691136926413
100232,0.0123957972973585
100241,0.278028190135956
100245,0.0113714504987001
100253,0.0145296724513173
100256,0.0343805588781834
100271,0.00439818948507309
100278,0.535343527793884
100280,0.00956068653613329
100306,0.190751001238823
100311,0.161149457097054
100312,0.00517642125487328
100330,0.195472523570061
100331,0.0260919220745564
100352,0.0910454764962196
100358,0.0892714112997055
100367,0.0511921495199203
100382,0.165954604744911
100384,0.0500071495771408
100385,0.127766311168671
100386,0.0450454391539097
100399,0.0169601924717426
100404,0.033054668456316
100416,0.0122789181768894
100422,0.0986528024077415
100426,0.00633913790807128
100438,0.0648822858929634
100444,0.125215262174606
100445,0.127121821045876
100446,0.0625822171568871
100447,0.0197936724871397
100450,0.0451417565345764
100466,0.0158239156007767
100483,0.0217972602695227
100484,0.0679961517453194
100494,0.0472989156842232
100510,0.194735124707222
100512,0.0253469739109278
100517,0.0683152601122856
100548,0.0295512545853853
100551,0.0682340413331985
100552,0.0573944970965385
100553,0.0358337387442589
100561,0.0226456914097071
100568,0.307879209518433
100569,0.0187345873564482
100591,0.0817706733942032
100592,0.0368325375020504
100602,0.0741731598973274
100607,0.067156694829464
100613,0.0717614069581032
100617,0.118200480937958
100618,0.0377790816128254
100622,0.0357295349240303
100625,0.273851454257965
100677,0.135015398263931
100699,0.0305512901395559
100702,0.239344850182533
100711,0.0685664489865303
100729,0.129883542656898
100740,0.352418750524521
100744,0.130860298871994
100745,0.0339938886463642
100747,0.141513153910637
100751,0.201489582657814
100752,0.0696283727884293
100753,0.212001383304596
100754,0.113055780529976
100760,0.0606890954077244
100762,0.072507880628109
100763,0.0447441413998604
100765,0.00979605689644814
100770,0.0326099433004856
100772,0.0115809869021177
100777,0.0282265394926071
100791,0.0116215851157904
100792,0.0104934172704816
100797,0.0655356198549271
100823,0.0133885908871889
100826,0.0192066449671984
100830,0.0262820236384869
100836,0.402947634458542
100872,0.156283631920815
100910,0.0205055326223373
100913,0.111170932650566
100918,0.00250685075297952
100931,0.00506557570770383
100952,0.0401902385056019
100953,0.1133873462677
