Feature,Gain,Cover,Frequency,run
Add_DIFF_RECEIVABLE_BALANCE_CARD_MEAN,98.3310686349869,2261831,23,17
DAYS_ENTRY_PAYMENT_MEAN,98.3170095682144,78236,20,17
NFLAG_INSURED_ON_APPROVAL_1,97.9700400829315,135387,21,17
NUM_INSTALMENT_NUMBER_MAX,97.2671825885773,327840,19,17
LANDAREA_MODE,97.0979709625244,54036,19,17
LIVINGAPARTMENTS_AVG,97.0480160713196,86451,21,17
LANDAREA_MEDI,95.7931923866272,241632,21,17
AMT_REQ_CREDIT_BUREAU_YEAR,91.8315868377686,34807,18,17
Add_RATIO_PAYMENT_BUREAU_MEAN,91.8007000684738,270164,19,17
Add_DIFF_DAYS_LAST_DUE_PREV_MIN,91.5963473320007,1223055,22,17
SK_DPD_MAX_POS,90.1073570251465,373219,17,17
LANDAREA_AVG,89.47643853724,79273,18,17
Add_DIFF_PAYMENT_DRAWINGS_CARD_MEAN,89.3717795610428,118608,22,17
Add_RATIO_CAR_BIRTH,89.2983946800232,49025,20,17
NAME_YIELD_GROUP_miss,87.0292508602142,105454,13,17
SELLERPLACE_AREA_14,86.8530783653259,1755722,23,17
BASEMENTAREA_AVG,86.4209911823273,94333,18,17
Add_DIFF_DRAWINGS_LIMIT_CARD_MEAN,85.6362318992615,199083,15,17
WEEKDAY_APPR_PROCESS_START_FRIDAY,85.346333026886,319102,15,17
NAME_PRODUCT_TYPE_miss,83.9368520975113,3588327,23,17
NAME_CONTRACT_STATUS_POSCASH_Completed,83.6273829936981,2062736,19,17
NAME_CONTRACT_STATUS_Refused,82.3849978446961,229034,14,17
Add_DIFF_RECEIVABLE_BALANCE_CARD_MAX,82.0583233833313,870788,17,17
HOUR_APPR_PROCESS_START_12,81.7007938623428,71133,20,17
SK_DPD_DEF_MAX_CC,80.0485579967499,4314237,20,17
NAME_CLIENT_TYPE_Repeater,79.456521987915,765911,17,17
AMT_CREDIT_LIMIT_ACTUAL_SUM,77.0304868221283,251270,17,17
NAME_PAYMENT_TYPE_Cash_through_the_bank,76.8081667423248,1572001,18,17
FLOORSMIN_MODE,76.4129085540772,207400,16,17
NAME_TYPE_SUITE_miss,76.3059287071228,4578,14,17
APARTMENTS_AVG,76.2296483516693,28411,13,17
NAME_PRODUCT_TYPE_x.sell,75.7991333007813,234034,19,17
NA_AMT_CREDIT_MAX_OVERDUE,74.3003039360047,1551,14,17
Add_DIFF_MEAN_PAYMENT_INST_MIN_CARD,73.2608127593994,787976,18,17
DAYS_CREDIT_ENDDATE_POSITIVE_SUM,72.3253102302551,550584,18,17
SELLERPLACE_AREA_44,71.7524197101593,339168,15,17
NAME_CASH_LOAN_PURPOSE_14,70.7911814451218,276167,16,17
WEEKDAY_APPR_PROCESS_START_THURSDAY,70.3266475200653,54380,12,17
WEEKDAY_APPR_PROCESS_START_SATURDAY,69.7584240436554,38065,14,17
SELLERPLACE_AREA_39,68.9640319347382,291561,16,17
FLOORSMIN_AVG,67.4381124973297,196917,14,17
Credit_card_Nr,67.1052374839783,167208,14,17
AMT_INST_MIN_REGULARITY_MEAN,66.950031042099,430768,15,17
WEEKDAY_APPR_PROCESS_START_SUNDAY,66.9413001537323,446675,14,17
CODE_REJECT_REASON_HC,66.2162408828735,624233,16,17
COMMONAREA_MODE,66.0585659146309,222863,17,17
Add_DIFF_DRAWINGS_LIMIT_CARD_MAX,65.3473041057587,93504,14,17
CHANNEL_TYPE_Credit_and_cash_offices,64.9818065166473,14161,11,17
HOUR_APPR_PROCESS_START_10,63.9810855388641,242487,13,17
NONLIVINGAREA_AVG,62.8872300386429,205358,14,17
AMT_CREDIT_SUM_OVERDUE_MEAN,62.1142177581787,390752,13,17
Add_DIFF_PAYMENT_INST_MIN_CARD_MEAN,62.0298345088959,191710,16,17
OBS_60_CNT_SOCIAL_CIRCLE,61.1939423084259,45894,12,17
NAME_GOODS_CATEGORY_4,61.1605169773102,89060,12,17
FLAG_OWN_REALTY,60.9125573635101,12227,13,17
NAME_TYPE_SUITE.Family,60.8640339374542,3563,14,17
CODE_REJECT_REASON_LIMIT,59.2826260328293,116339,15,17
AMT_PAYMENT_TOTAL_CURRENT_MEAN,59.171763420105,34417,12,17
CHANNEL_TYPE_Stone,59.127368927002,8106,11,17
BUREAU_STATUS_1_MEAN,58.9578285217285,99614,15,17
CREDIT_ACTIVE_Active,58.811739563942,139778,15,17
NAME_CONTRACT_STATUS_POSCASH_Signed,58.1151180267334,165816,15,17
NAME_CASH_LOAN_PURPOSE_13,58.1078197956085,2820546,15,17
WEEKDAY_APPR_PROCESS_START_TUESDAY,57.876544713974,29077,9,17
Add_DIFF_PAYMENT_RECEIVABLE_CARD_MAX,57.7861993312836,301366,12,17
YEARS_BUILD_MEDI,57.6312725543976,226175,13,17
NAME_PAYMENT_TYPE_miss,57.5491127967835,232571,10,17
AMT_CREDIT_SUM_LIMIT_MAX,57.2518284320831,44716,12,17
SK_DPD_DEF_MEAN_POS,56.4004431962967,135768,12,17
NAME_SELLER_INDUSTRY_Furniture,56.379369020462,300505,12,17
HOUR_APPR_PROCESS_START_6,56.3397812843323,156869,13,17
COMMONAREA_MEDI,56.096301317215,389623,13,17
CNT_INSTALMENT_MATURE_CUM_MEAN,55.5790994167328,105436,12,17
HOUR_APPR_PROCESS_START_17,55.0844740867615,128224,10,17
Nr_PREV_APPL_CNT,54.2855384349823,1377457,12,17
SK_DPD_SUM_CC,54.158787727356,317838,13,17
FLOORSMAX_AVG,53.5054264068604,101312,13,17
BUREAU_STATUS_2_MEAN,53.4755411148071,1691041,14,17
CHANNEL_TYPE_Channel_of_corporate_sales,53.0477032661438,2275502,14,17
AMT_CREDIT_LIMIT_ACTUAL_MEAN,52.4955163002014,93054,10,17
SELLERPLACE_AREA_8,52.4219841957092,178937,12,17
HOUR_APPR_PROCESS_START_13,51.9481112957001,9420,9,17
SELLERPLACE_AREA_61,51.7853088378906,21476,9,17
NAME_GOODS_CATEGORY_2,51.2182424068451,243545,10,17
CREDIT_currency.1,50.9894514083862,142230,8,17
SELLERPLACE_AREA_27,50.3249192237854,60069,12,17
CNT_PAYMENT_MIN,50.3067502975464,35711,8,17
SELLERPLACE_AREA_54,50.080846786499,169975,11,17
CHANNEL_TYPE_AP._.Cash_loan.,49.5344605445862,19403,12,17
NAME_SELLER_INDUSTRY_Consumer_electronics,48.9661507606506,75402,11,17
HOUR_APPR_PROCESS_START_9,48.8981120586395,211243,10,17
AMT_PAYMENT_CURRENT_MEAN,48.5616466999054,31983,10,17
SELLERPLACE_AREA_24,48.5119962692261,29449,14,17
AMT_CREDIT_MAX_OVERDUE_MEAN,48.4325618743897,44112,10,17
CNT_PAYMENT_MAX,47.8552379608154,660463,11,17
NAME_CONTRACT_STATUS_Approved,47.4359736442566,10149,9,17
APARTMENTS_MEDI,47.3228595256806,43313,9,17
CNT_INSTALMENT_MATURE_CUM_SUM,47.1706938743591,95044,9,17
CNT_DRAWINGS_POS_CURRENT_MEAN,46.8351714611053,76381,10,17
ORGANIZATION_TYPE.Trade..type.7,46.2839412689209,129688,10,17
HOUR_APPR_PROCESS_START_14,45.4415402412415,1254904,10,17
NAME_PORTFOLIO_Cash,45.3747706413269,129187,10,17
PRODUCT_COMBINATION_Cash,45.0307195186615,3943,7,17
Add_DIFF_RECEIVABLE_PRINCIPAL_BALANCE_CARD_MAX,44.7079570293427,849963,10,17
SELLERPLACE_AREA_2,44.6430661678314,328470,12,17
LIVINGAPARTMENTS_MEDI,44.6087155342102,1632062,11,17
PRODUCT_COMBINATION_Card_Street,44.5766878128052,146131,10,17
BUREAU_STATUS_ENTROPY_MIN,43.9029610157013,47118,9,17
CODE_REJECT_REASON_miss,43.434609413147,52053,11,17
NAME_PAYMENT_TYPE_Non.cash_from_your_account,43.3699104785919,19656,8,17
ENTRANCES_AVG,43.1905624866486,11914,10,17
PRODUCT_COMBINATION_Card_X.Sell,42.9809250831604,568638,11,17
BUREAU_MONTH_BALANCE_MAX_MAX,42.3026924133301,153359,12,17
SK_DPD_MEAN_CC,42.2761752605438,1220229,11,17
Add_CARD_DRAWINGS_OTHER_per_CNT_MEAN,42.0273857116699,173080,10,17
SELLERPLACE_AREA_59,41.8470091819763,121274,12,17
SELLERPLACE_AREA_42,41.4178214073181,1696566,11,17
NAME_TYPE_SUITE_Unaccompanied,40.6595890522003,362626,8,17
NFLAG_INSURED_ON_APPROVAL_0,40.6498386859894,4921,10,17
Add_DIFF_PAYMENT_RECEIVABLE_PRINCIPAL_CARD_MAX,40.4113798141479,63737,8,17
NAME_SELLER_INDUSTRY_miss,39.9950859546661,133971,9,17
SK_DPD_DEF_MEAN_CC,39.5878450870514,673961,9,17
AMT_CREDIT_MAX_OVERDUE_MAX,39.3338772058487,22122,9,17
Add_DIFF_PAYMENT_INST_MIN_CARD_MAX,39.0070188045502,53180,8,17
HOUR_APPR_PROCESS_START_18,38.8450345993042,376893,9,17
ELEVATORS_MODE,38.0419585704804,58505,8,17
SELLERPLACE_AREA_55,37.5085361003876,51455,8,17
CREDIT_DAY_OVERDUE_MAX,37.4067177772522,211757,8,17
CNT_DRAWINGS_CURRENT_MEAN,37.3422882556915,39411,9,17
ELEVATORS_MEDI,36.2749161720276,138048,7,17
ELEVATORS_AVG,36.0599725246429,17134,7,17
HOUR_APPR_PROCESS_START_15,35.8579390048981,242506,8,17
Add_DIFF_RECEIVABLE_PRINCIPAL_BALANCE_CARD_MEAN,35.8566093444824,621143,8,17
NAME_GOODS_CATEGORY_14,35.3358478546143,24436,7,17
PRODUCT_COMBINATION_POS_industry_with_interest,35.3180272579193,244685,7,17
SELLERPLACE_AREA_33,34.5159366130829,11454,7,17
ORGANIZATION_TYPE.Business.Entity.Type.3,33.8391025066376,3497,8,17
SELLERPLACE_AREA_6,33.4285082817078,143425,8,17
DAYS_FIRST_DRAWING_MIN,33.2050728797913,26609,6,17
Add_CARD_DRAWINGS_ATM_per_CNT_MAX,33.0989849567413,16906,7,17
CHANNEL_TYPE_Country.wide,32.9836661815643,29147,8,17
NA_EXT_SOURCE_1,32.7703285217285,21874,6,17
NAME_YIELD_GROUP_middle,32.6631641387939,1879,5,17
NAME_SELLER_INDUSTRY_Industry,32.4036231040955,3694,4,17
NAME_INCOME_TYPE.State.servant,32.3926243782043,10948,8,17
Add_DIFF_MEAN_BALANCE_LIMIT_CARD,32.2800929546356,50857,6,17
AMT_GOODS_PRICE_MIN,32.2506020069122,40416,5,17
NONLIVINGAREA_MODE,31.9988625049591,2696,6,17
OCCUPATION_TYPE.HR.staff,31.9761214256287,81414,7,17
CNT_DRAWINGS_OTHER_CURRENT_MEAN,31.5715491771698,16441,8,17
FLAG_PHONE,31.3246426582337,3196,6,17
AMT_GOODS_PRICE_MEAN,31.1107475757599,385590,7,17
NAME_YIELD_GROUP_low_action,30.9980938434601,66155,7,17
OWN_CAR_AGE,30.9252177476883,15992,8,17
AMT_DRAWINGS_POS_CURRENT_MEAN,30.8796992301941,39443,6,17
NAME_PRODUCT_TYPE_walk.in,29.1568605899811,4997,6,17
SELLERPLACE_AREA_7,29.0124888420105,500688,6,17
AMT_REQ_CREDIT_BUREAU_MON,28.8219830989838,865947,7,17
DEF_60_CNT_SOCIAL_CIRCLE,28.8070752620697,102598,7,17
BASEMENTAREA_MEDI,28.7544493675232,556944,7,17
HOUR_APPR_PROCESS_START_16,28.3987798690796,445625,6,17
WEEKDAY_APPR_PROCESS_START.MONDAY,28.2040610313416,8332,7,17
ENTRANCES_MEDI,27.6630520820618,29172,5,17
FLAG_DOCUMENT_8,27.6081774234772,91423,5,17
PRODUCT_COMBINATION_Cash_X.Sell._low,27.4450716972351,3589,6,17
Add_DIFF_PAYMENT_RECEIVABLE_CARD_MEAN,27.057315826416,324878,7,17
NAME_CLIENT_TYPE_New,27.0078015327454,17598,7,17
PRODUCT_COMBINATION_POS_mobile_with_interest,26.8080959320068,1939,5,17
AMT_BALANCE_MEAN,26.7918897867203,198264,7,17
NAME_CLIENT_TYPE_Refreshed,25.9924514293671,175565,5,17
SELLERPLACE_AREA_23,25.8327114582062,108013,7,17
Add_CARD_DRAWINGS_POS_per_CNT_MEAN,25.3291602134705,488767,6,17
NAME_FAMILY_STATUS.Married,25.2967877388001,405,4,17
WEEKDAY_APPR_PROCESS_START.TUESDAY,25.2736086845398,98819,5,17
FLAG_EMAIL,24.8566708564758,5049,4,17
DAYS_FIRST_DRAWING_MAX,24.7111423015595,283399,4,17
AMT_DRAWINGS_OTHER_CURRENT_MEAN,24.5573043823242,79683,6,17
PRODUCT_COMBINATION_Cash_X.Sell._middle,24.3086280822754,15155,6,17
YEARS_BUILD_MODE,24.253914475441,12521,7,17
AMT_REQ_CREDIT_BUREAU_QRT,24.2521512508392,17304,6,17
NAME_YIELD_GROUP_high,23.9982173442841,42877,5,17
NAME_CASH_LOAN_PURPOSE_2,23.8724493980408,94862,7,17
NAME_SELLER_INDUSTRY_Connectivity,23.8315887451172,477,4,17
AMT_CREDIT_SUM_OVERDUE_SUM,23.2938985824585,162692,5,17
NONLIVINGAREA_MEDI,23.1550195217133,262206,5,17
NUM_INSTALMENT_VERSION_12,22.8720555305481,47353,4,17
AMT_CREDIT_LIMIT_ACTUAL_MAX,22.7576093673706,14056,5,17
SK_DPD_DEF_SUM_CC,22.6886335611343,1088981,6,17
DEF_30_CNT_SOCIAL_CIRCLE,22.5879201889038,97143,7,17
NAME_TYPE_SUITE.Unaccompanied,22.4462485313416,563,3,17
NUM_INSTALMENT_VERSION_8,22.1218087673187,29370,6,17
Add_DIFF_RECEIVED_GOODS_PRICE_PREV_MAX,21.9785716533661,439441,5,17
SK_DPD_MEAN_POS,21.9425015449524,3172,5,17
NAME_PORTFOLIO_miss,21.7984988689423,31315,4,17
SELLERPLACE_AREA_17,21.7575516700745,44657,4,17
Add_DIFF_RECEIVED_GOODS_PRICE_PREV_MIN,21.6598081588745,107509,5,17
SELLERPLACE_AREA_11,21.5638742446899,117459,6,17
REGION_RATING_CLIENT.2,21.1682078838348,312,3,17
PRODUCT_COMBINATION_Cash_Street._low,21.0933947563171,296937,6,17
NAME_CONTRACT_TYPE_Cash_loans,21.05446434021,13999,4,17
EMERGENCYSTATE_MODE.miss,20.6586546897888,982,3,17
BUREAU_STATUS_4_MEAN,20.4906587600708,24462,4,17
CHANNEL_TYPE_Regional_._Local,20.4142746925354,311099,5,17
ORGANIZATION_TYPE.Industry..type.6,20.1739797592163,302610,4,17
PRODUCT_COMBINATION_POS_household_with_interest,19.9227147102356,36446,5,17
NAME_GOODS_CATEGORY_1,19.6763383150101,5774,5,17
NAME_TYPE_SUITE_Other_A,19.669193983078,162698,5,17
PRODUCT_COMBINATION_Cash_Street._high,19.5984795093536,3385,5,17
Add_DIFF_MEAN_CREDIT_RECEIVED_ASKED_PREV,19.590012550354,276965,3,17
ORGANIZATION_TYPE.Industry..type.1,19.2786691188812,73298,5,17
NA_NONLIVINGAREA,19.0555093288422,232621,5,17
Add_DIFF_PAYMENT_RECEIVABLE_PRINCIPAL_CARD_MEAN,18.9914710521698,318908,5,17
INSTALMENTS_LESS_MAX,18.973614692688,6156,4,17
SELLERPLACE_AREA_41,18.894152879715,53109,5,17
WEEKDAY_APPR_PROCESS_START.WEDNESDAY,18.812228679657,703,3,17
NAME_EDUCATION_TYPE.Higher.education,18.2912859916687,290,3,17
SELLERPLACE_AREA_13,18.2535429000855,27771,4,17
HOUR_APPR_PROCESS_START_8,17.6457749605179,10641,4,17
SELLERPLACE_AREA_5,17.548011302948,5305,3,17
NAME_TYPE_SUITE_Other_B,17.3872936964035,14880,4,17
SELLERPLACE_AREA_45,16.9364607334137,166849,5,17
NFLAG_LAST_APPL_IN_DAY_1,16.7580404281616,1113217,5,17
FLAG_DOCUMENT_3,16.375696182251,394,3,17
OCCUPATION_TYPE.Laborers,16.2296423912048,726,3,17
Nr_INSTALLMENTS_PREV,16.0356945991516,18234,4,17
CODE_REJECT_REASON_SCO,16.0162007808685,476740,4,17
CNT_INSTALMENT_MATURE_CUM_MAX,15.9690978527069,55186,4,17
CHANNEL_TYPE_Contact_center,15.8496813774109,30692,4,17
NAME_FAMILY_STATUS.Single...not.married,15.7494034767151,1172,3,17
NAME_PORTFOLIO_POS,15.3690943717957,484,3,17
ORGANIZATION_TYPE.Telecom,15.2122359275818,90813,4,17
AMT_RECIVABLE_MEAN,15.1421473026276,631048,4,17
NUM_INSTALMENT_VERSION_0,15.0896515846252,82394,3,17
PRODUCT_COMBINATION_POS_mobile_without_interest,14.953417301178,60648,3,17
ORGANIZATION_TYPE.Industry..type.4,14.7903544902802,761192,4,17
REG_CITY_NOT_WORK_CITY,14.7158319950104,581,3,17
NAME_GOODS_CATEGORY_6,14.6455446481705,3911,4,17
NAME_HOUSING_TYPE.Municipal.apartment,14.5403599739075,19766,3,17
ORGANIZATION_TYPE.Restaurant,14.5117931365967,39819,3,17
NAME_CONTRACT_TYPE_Consumer_loans,14.4756727218628,283556,3,17
AMT_RECEIVABLE_PRINCIPAL_MEAN,14.4527459144592,12357,4,17
OCCUPATION_TYPE.Private.service.staff,14.2742342948914,13007,3,17
Nr_POS_CASH,14.2009296417236,9519,2,17
NAME_TYPE_SUITE.Spouse..partner,14.182222366333,48347,4,17
HOUR_APPR_PROCESS_START_4,14.1696774959564,4926,3,17
FLAG_LAST_APPL_PER_CONTRACT_1,13.8782498836517,252684,3,17
CNT_FAM_MEMBERS,13.7742748260498,13872,3,17
SELLERPLACE_AREA_48,13.738196849823,10346,3,17
FLAG_OWN_CAR,13.3150186538696,3087,4,17
SELLERPLACE_AREA_40,13.2287592887878,15648,3,17
NAME_CONTRACT_STATUS_CC_Completed_SUM,13.0104904174805,240245,3,17
FLOORSMIN_MEDI,12.9606306552887,37546,3,17
LIVE_CITY_NOT_WORK_CITY,12.8867626190186,142,2,17
SELLERPLACE_AREA_0,12.7215390205383,6527,4,17
NAME_EDUCATION_TYPE.Secondary...secondary.special,12.5869379043579,203,2,17
SELLERPLACE_AREA_12,12.5392937660217,9479,3,17
WEEKDAY_APPR_PROCESS_START.SUNDAY,12.2713418006897,2722,3,17
NAME_CONTRACT_STATUS_Canceled,12.2324542999268,358,2,17
AMT_REQ_CREDIT_BUREAU_HOUR,12.1978812217712,16858,2,17
SELLERPLACE_AREA_50,12.100225687027,41814,3,17
HOUR_APPR_PROCESS_START_5,12.0475494861603,25636,3,17
Car_loan_Nr,11.9126207828522,4830,2,17
NAME_GOODS_CATEGORY_5,11.7839169502258,14365,3,17
SELLERPLACE_AREA_31,11.6958479881287,20917,2,17
ORGANIZATION_TYPE.Other,11.6480054855347,620,1,17
REG_CITY_NOT_LIVE_CITY,11.6445212364197,3636,3,17
SELLERPLACE_AREA_16,11.5732181072235,39519,3,17
ORGANIZATION_TYPE.Construction,11.5534839630127,3067,3,17
NAME_FAMILY_STATUS.Separated,11.2397267818451,4012,3,17
NAME_INCOME_TYPE.Working,11.1256256103516,305,2,17
HOUSETYPE_MODE.specific.housing,10.9914970397949,256905,3,17
NAME_GOODS_CATEGORY_7,10.9210290908813,12448,3,17
ORGANIZATION_TYPE.Insurance,10.7213635444641,28305,3,17
ORGANIZATION_TYPE.Military,10.6161639690399,43819,3,17
CNT_CHILDREN,10.5937767028809,21201,3,17
NAME_CONTRACT_STATUS_CC_Signed_SUM,10.4304718971252,507683,3,17
PRODUCT_COMBINATION_Cash_Street._middle,10.2031087875366,228074,3,17
NAME_SELLER_INDUSTRY_Construction,10.0137963294983,8403,3,17
HOUR_APPR_PROCESS_START_2,9.8804612159729,480578,3,17
SK_DPD_MAX_CC,9.81283283233643,402837,2,17
WALLSMATERIAL_MODE.Panel,9.65109586715698,2304,2,17
FLAG_DOCUMENT_5,9.31098461151123,7919,2,17
NAME_GOODS_CATEGORY_8,9.07536506652832,10297,2,17
SELLERPLACE_AREA_32,9.03047287464142,163426,3,17
Another_type_of_loan_Nr,9.02619075775146,39433,2,17
FLAG_LAST_APPL_PER_CONTRACT_0,9.02491569519043,2397,2,17
ORGANIZATION_TYPE.Bank,9.01689863204956,15220,2,17
SELLERPLACE_AREA_3,8.8882269859314,4213,2,17
SELLERPLACE_AREA_58,8.7080295085907,10178,3,17
NAME_TYPE_SUITE_Children,8.67853331565857,1660,3,17
NAME_EDUCATION_TYPE.Incomplete.higher,8.62578845024109,103640,2,17
ENTRANCES_MODE,8.51314306259155,1291,2,17
SELLERPLACE_AREA_21,8.40194392204285,256548,2,17
ORGANIZATION_TYPE.School,8.13338494300842,2094,2,17
NAME_CONTRACT_STATUS_Unused_offer,8.00864982604981,164,1,17
NAME_GOODS_CATEGORY_10,7.99266076087952,5760,2,17
SELLERPLACE_AREA_35,7.98021006584168,5594,2,17
NAME_TYPE_SUITE.Other_B,7.93189072608948,29920,2,17
OCCUPATION_TYPE.Sales.staff,7.65733528137207,1545,2,17
REGION_RATING_CLIENT_W_CITY.3,7.59642148017883,22032,2,17
SELLERPLACE_AREA_18,7.46439933776856,3000,2,17
ORGANIZATION_TYPE.Legal.Services,7.42144441604614,471595,2,17
ORGANIZATION_TYPE.Housing,7.38147044181824,5432,2,17
NAME_GOODS_CATEGORY_9,7.26246070861816,186,2,17
OCCUPATION_TYPE.Managers,7.17040634155273,21651,2,17
REGION_RATING_CLIENT_W_CITY.2,7.16332864761353,135,1,17
NAME_HOUSING_TYPE.With.parents,6.76497840881348,1134,1,17
NA_LANDAREA,6.69010877609253,122,2,17
NAME_TYPE_SUITE_Spouse._partner,6.64789986610413,26087,2,17
NA_CIRCLE,6.56983304023743,21333,2,17
NAME_HOUSING_TYPE.House...apartment,6.43370676040649,447,2,17
NA_TOTALAREA_MODE,6.40000009536743,40,1,17
SELLERPLACE_AREA_19,6.29612612724304,5228,2,17
NAME_FAMILY_STATUS.Widow,6.28739786148071,762,1,17
CODE_GENDER.M,5.89090919494629,99,1,17
LIVE_REGION_NOT_WORK_REGION,5.82687330245972,1354,1,17
NAME_CASH_LOAN_PURPOSE_4,5.80385780334473,6881,1,17
WALLSMATERIAL_MODE.Wooden,5.77319526672363,1062,1,17
AMT_TOTAL_RECEIVABLE_MEAN,5.71211671829224,10837,1,17
NUM_INSTALMENT_VERSION_10,5.6810622215271,4713,1,17
AMT_REQ_CREDIT_BUREAU_DAY,5.48215758800507,671,2,17
SELLERPLACE_AREA_10,5.4155592918396,2243,1,17
SELLERPLACE_AREA_60,5.23594617843628,6804,1,17
WEEKDAY_APPR_PROCESS_START.THURSDAY,5.14138793945313,277,1,17
ORGANIZATION_TYPE.Trade..type.6,5.10689830780029,13653,1,17
ORGANIZATION_TYPE.Postal,5.05319976806641,2958,1,17
WALLSMATERIAL_MODE.miss,5.03791952133179,496,1,17
NA_AMT_CREDIT_SUM_LIMIT,4.84303188323975,121,1,17
ORGANIZATION_TYPE.Business.Entity.Type.2,4.81002283096314,643,1,17
SELLERPLACE_AREA_63,4.78805112838745,5502,1,17
PRODUCT_COMBINATION_POS_others_without_interest,4.7724199295044,1007,1,17
HOUR_APPR_PROCESS_START_7,4.70820093154907,2184,1,17
HOUR_APPR_PROCESS_START_21,4.62361717224121,2477,1,17
SELLERPLACE_AREA_57,4.53048610687256,24102,1,17
SELLERPLACE_AREA_25,4.42695569992065,3629,1,17
Microloan_Nr,4.33899736404419,92,1,17
NAME_CASH_LOAN_PURPOSE_5,4.31208467483521,12529,1,17
NAME_INCOME_TYPE.Commercial.associate,4.23846578598022,219,1,17
FLAG_WORK_PHONE,4.23366975784302,8493,1,17
BUREAU_STATUS_3_MEAN,4.19821929931641,3616,1,17
SELLERPLACE_AREA_52,4.13414192199707,3001,1,17
SELLERPLACE_AREA_29,4.0504641532898,9093,1,17
HOUR_APPR_PROCESS_START_19,3.99572420120239,66951,1,17
NAME_CASH_LOAN_PURPOSE_0,3.95030879974365,3588,1,17
OCCUPATION_TYPE.miss,3.94080591201782,300,1,17
REG_REGION_NOT_WORK_REGION,3.90479683876038,699,1,17
NAME_GOODS_CATEGORY_3,3.84430813789368,4702,1,17
OCCUPATION_TYPE.IT.staff,3.81063938140869,11117,1,17
FONDKAPREMONT_MODE.reg.oper.account,3.80921268463135,658,1,17
NAME_CONTRACT_TYPE_Revolving_loans,3.79717922210693,109409,1,17
FLAG_DOCUMENT_13,3.78266739845276,16323,1,17
REGION_RATING_CLIENT.3,3.70641350746155,351,1,17
CODE_REJECT_REASON_VERIF,3.70443558692932,1369,1,17
Add_DIFF_MEAN_PAYMENT_DRAWINGS_CARD,3.68152904510498,1494,1,17
WEEKDAY_APPR_PROCESS_START.SATURDAY,3.62867975234985,569,1,17
ORGANIZATION_TYPE.Self.employed,3.56273579597473,5230,1,17
OCCUPATION_TYPE.Cleaning.staff,3.51778912544251,2866,1,17
BUREAU_STATUS_5_MEAN,3.5099561214447,9749,1,17
Add_DIFF_MEAN_CREDIT_RECEIVED_GOODS_PRICE_PREV,3.42133402824402,250023,1,17
PRODUCT_COMBINATION_Cash_X.Sell._high,3.40548443794251,24807,1,17
WALLSMATERIAL_MODE.Mixed,3.29222464561462,2586,1,17
NAME_CASH_LOAN_PURPOSE_6,3.25363612174988,194570,1,17
ORGANIZATION_TYPE.Kindergarten,3.21721792221069,9937,1,17
ORGANIZATION_TYPE.Services,3.21277403831482,5309,1,17
NAME_EDUCATION_TYPE.Lower.secondary,3.14012598991394,7894,1,17
AMT_GOODS_PRICE_MAX,3.03832483291626,1275,1,17
SELLERPLACE_AREA_46,3.00565123558044,2814,1,17
NAME_HOUSING_TYPE.Rented.apartment,2.98752117156982,34331,1,17
NAME_GOODS_CATEGORY_13,2.95064854621887,1408,1,17
OCCUPATION_TYPE.Security.staff,2.89747381210327,3140,1,17
NA_AMT_DOWN_PAYMENT_MEAN,2.85607314109802,1198,1,17
SELLERPLACE_AREA_26,2.79507565498352,1139,1,17
ORGANIZATION_TYPE.Transport..type.3,2.7908763885498,3152,1,17
FLAG_DOCUMENT_18,2.77812647819519,8036,1,17
ORGANIZATION_TYPE.Government,2.72255611419678,1473,1,17
NAME_TYPE_SUITE_Group_of_people,2.49835634231567,1788,1,17
CNT_CREDIT_PROLONG_SUM,2.30896139144897,923,1,17
FONDKAPREMONT_MODE.org.spec.account,1.38213896751404,251,1,17
CREDIT_ACTIVE_Bad.debt,1.161536693573,243,1,17
NA_DAYS_ENDDATE_FACT,1.4210854715202e-14,102,1,17
Add_DIFF_RECEIVABLE_BALANCE_CARD_MAX,848.309391498566,38857966,144,18
EXT_SOURCE_3,827.468153133988,5548401,166,18
INSTALMENTS_DPD_INTERCEPT,816.492294311524,31045983,173,18
AMT_ANNUITY_MAX,634.344434499741,25931955,128,18
AMT_ANNUITY,550.55075738579,459852,106,18
DAYS_LAST_DUE_1ST_VERSION_MEAN,549.98893737793,2032326,100,18
COMMONAREA_AVG,532.470453977585,1242744,89,18
HOUR_APPR_PROCESS_START_4,502.678537368774,23668519,103,18
AMT_INSTALMENT_MEAN,471.83947956562,325915,84,18
EXT_SOURCE_MEAN,450.14392966032,1547033,86,18
DAYS_LAST_DUE_MAX,414.16659283638,1501872,83,18
DAYS_LAST_DUE_1ST_VERSION_MAX,410.350174665451,336621,69,18
YEARS_BEGINEXPLUATATION_AVG,405.707302331924,12496317,86,18
DAYS_DECISION_MEAN,404.858306646347,668032,70,18
Add_RATIO_CAR_EMPLOYED,381.271319925785,1118247,71,18
NAME_GOODS_CATEGORY_7,372.963886022568,19200677,77,18
Add_RATIO_INSTALMENT_LEFT_MEAN,371.725888729095,916709,71,18
DAYS_ENDDATE_FACT_MEAN,369.832433223724,7506995,78,18
CREDIT_currency.2,365.494708538055,1570795,65,18
Add_RATIO_ANNUITY_INCOME,357.519579827786,613922,68,18
DAYS_REGISTRATION,354.721849739552,375997,81,18
